ProductKey,ProductCode,ProductName,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint
1,AR-5381,Adjustable Race,0,NA,1000,750
2,BA-8327,Bearing Ball,0,NA,1000,750
3,BE-2349,BB Ball Bearing,0,NA,800,600
4,BE-2908,Headset Ball Bearings,0,NA,800,600
5,BL-2036,Blade,0,NA,800,600
6,CA-5965,LL Crankarm,0,Black,500,375
7,CA-6738,ML Crankarm,0,Black,500,375
8,CA-7457,HL Crankarm,0,Black,500,375
9,CB-2903,Chainring Bolts,0,Silver,1000,750
10,CN-6137,Chainring Nut,0,Silver,1000,750
11,CR-7833,Chainring,0,Black,1000,750
12,CR-9981,Crown Race,0,NA,1000,750
13,CS-2812,Chain Stays,0,NA,1000,750
14,DC-8732,Decal 1,0,NA,1000,750
15,DC-9824,Decal 2,0,NA,1000,750
16,DT-2377,Down Tube,0,NA,800,600
17,EC-M092,Mountain End Caps,0,NA,1000,750
18,EC-R098,Road End Caps,0,NA,1000,750
19,EC-T209,Touring End Caps,0,NA,1000,750
20,FE-3760,Fork End,0,NA,800,600
21,FH-2981,Freewheel,0,Silver,500,375
22,FW-1000,Flat Washer 1,0,NA,1000,750
23,FW-1200,Flat Washer 6,0,NA,1000,750
24,FW-1400,Flat Washer 2,0,NA,1000,750
25,FW-3400,Flat Washer 9,0,NA,1000,750
26,FW-3800,Flat Washer 4,0,NA,1000,750
27,FW-5160,Flat Washer 3,0,NA,1000,750
28,FW-5800,Flat Washer 8,0,NA,1000,750
29,FW-7160,Flat Washer 5,0,NA,1000,750
30,FW-9160,Flat Washer 7,0,NA,1000,750
31,FC-3654,Fork Crown,0,NA,800,600
32,FC-3982,Front Derailleur Cage,0,Silver,800,600
33,FL-2301,Front Derailleur Linkage,0,Silver,800,600
34,GP-0982,Guide Pulley,0,NA,800,600
35,GT-0820,LL Grip Tape,0,NA,800,600
36,GT-1209,ML Grip Tape,0,NA,800,600
37,GT-2908,HL Grip Tape,0,NA,800,600
38,HJ-1213,Thin-Jam Hex Nut 9,0,NA,1000,750
39,HJ-1220,Thin-Jam Hex Nut 10,0,NA,1000,750
40,HJ-1420,Thin-Jam Hex Nut 1,0,NA,1000,750
41,HJ-1428,Thin-Jam Hex Nut 2,0,NA,1000,750
42,HJ-3410,Thin-Jam Hex Nut 15,0,NA,1000,750
43,HJ-3416,Thin-Jam Hex Nut 16,0,NA,1000,750
44,HJ-3816,Thin-Jam Hex Nut 5,0,NA,1000,750
45,HJ-3824,Thin-Jam Hex Nut 6,0,NA,1000,750
46,HJ-5161,Thin-Jam Hex Nut 3,0,NA,1000,750
47,HJ-5162,Thin-Jam Hex Nut 4,0,NA,1000,750
48,HJ-5811,Thin-Jam Hex Nut 13,0,NA,1000,750
49,HJ-5818,Thin-Jam Hex Nut 14,0,NA,1000,750
50,HJ-7161,Thin-Jam Hex Nut 7,0,NA,1000,750
51,HJ-7162,Thin-Jam Hex Nut 8,0,NA,1000,750
52,HJ-9080,Thin-Jam Hex Nut 12,0,NA,1000,750
53,HJ-9161,Thin-Jam Hex Nut 11,0,NA,1000,750
54,HN-1024,Hex Nut 5,0,NA,1000,750
55,HN-1032,Hex Nut 6,0,NA,1000,750
56,HN-1213,Hex Nut 16,0,NA,1000,750
57,HN-1220,Hex Nut 17,0,NA,1000,750
58,HN-1224,Hex Nut 7,0,NA,1000,750
59,HN-1420,Hex Nut 8,0,NA,1000,750
60,HN-1428,Hex Nut 9,0,NA,1000,750
61,HN-3410,Hex Nut 22,0,NA,1000,750
62,HN-3416,Hex Nut 23,0,NA,1000,750
63,HN-3816,Hex Nut 12,0,NA,1000,750
64,HN-3824,Hex Nut 13,0,NA,1000,750
65,HN-4402,Hex Nut 1,0,NA,1000,750
66,HN-5161,Hex Nut 10,0,NA,1000,750
67,HN-5162,Hex Nut 11,0,NA,1000,750
68,HN-5400,Hex Nut 2,0,NA,1000,750
69,HN-5811,Hex Nut 20,0,NA,1000,750
70,HN-5818,Hex Nut 21,0,NA,1000,750
71,HN-6320,Hex Nut 3,0,NA,1000,750
72,HN-7161,Hex Nut 14,0,NA,1000,750
73,HN-7162,Hex Nut 15,0,NA,1000,750
74,HN-8320,Hex Nut 4,0,NA,1000,750
75,HN-9161,Hex Nut 18,0,NA,1000,750
76,HN-9168,Hex Nut 19,0,NA,1000,750
77,HT-2981,Handlebar Tube,0,NA,800,600
78,HT-8019,Head Tube,0,NA,800,600
79,HU-6280,LL Hub,0,NA,500,375
80,HU-8998,HL Hub,0,NA,500,375
81,KW-4091,Keyed Washer,0,NA,1000,750
82,LE-1000,External Lock Washer 3,0,NA,1000,750
83,LE-1200,External Lock Washer 4,0,NA,1000,750
84,LE-1201,External Lock Washer 9,0,NA,1000,750
85,LE-1400,External Lock Washer 5,0,NA,1000,750
86,LE-3800,External Lock Washer 7,0,NA,1000,750
87,LE-5160,External Lock Washer 6,0,NA,1000,750
88,LE-6000,External Lock Washer 1,0,NA,1000,750
89,LE-7160,External Lock Washer 8,0,NA,1000,750
90,LE-8000,External Lock Washer 2,0,NA,1000,750
91,LI-1000,Internal Lock Washer 3,0,NA,1000,750
92,LI-1200,Internal Lock Washer 4,0,NA,1000,750
93,LI-1201,Internal Lock Washer 9,0,NA,1000,750
94,LI-1400,Internal Lock Washer 5,0,NA,1000,750
95,LI-3800,Internal Lock Washer 7,0,NA,1000,750
96,LI-5160,Internal Lock Washer 6,0,NA,1000,750
97,LI-5800,Internal Lock Washer 10,0,NA,1000,750
98,LI-6000,Internal Lock Washer 1,0,NA,1000,750
99,LI-7160,Internal Lock Washer 8,0,NA,1000,750
100,LI-8000,Internal Lock Washer 2,0,NA,1000,750
101,LJ-1213,Thin-Jam Lock Nut 9,0,NA,1000,750
102,LJ-1220,Thin-Jam Lock Nut 10,0,NA,1000,750
103,LJ-1420,Thin-Jam Lock Nut 1,0,NA,1000,750
104,LJ-1428,Thin-Jam Lock Nut 2,0,NA,1000,750
105,LJ-3410,Thin-Jam Lock Nut 15,0,NA,1000,750
106,LJ-3416,Thin-Jam Lock Nut 16,0,NA,1000,750
107,LJ-3816,Thin-Jam Lock Nut 5,0,NA,1000,750
108,LJ-3824,Thin-Jam Lock Nut 6,0,NA,1000,750
109,LJ-5161,Thin-Jam Lock Nut 3,0,NA,1000,750
110,LJ-5162,Thin-Jam Lock Nut 4,0,NA,1000,750
111,LJ-5811,Thin-Jam Lock Nut 13,0,NA,1000,750
112,LJ-5818,Thin-Jam Lock Nut 14,0,NA,1000,750
113,LJ-7161,Thin-Jam Lock Nut 7,0,NA,1000,750
114,LJ-7162,Thin-Jam Lock Nut 8,0,NA,1000,750
115,LJ-9080,Thin-Jam Lock Nut 12,0,NA,1000,750
116,LJ-9161,Thin-Jam Lock Nut 11,0,NA,1000,750
117,LN-1024,Lock Nut 5,0,NA,1000,750
118,LN-1032,Lock Nut 6,0,NA,1000,750
119,LN-1213,Lock Nut 16,0,NA,1000,750
120,LN-1220,Lock Nut 17,0,NA,1000,750
121,LN-1224,Lock Nut 7,0,NA,1000,750
122,LN-1420,Lock Nut 8,0,NA,1000,750
123,LN-1428,Lock Nut 9,0,NA,1000,750
124,LN-3410,Lock Nut 22,0,NA,1000,750
125,LN-3416,Lock Nut 23,0,NA,1000,750
126,LN-3816,Lock Nut 12,0,NA,1000,750
127,LN-3824,Lock Nut 13,0,NA,1000,750
128,LN-4400,Lock Nut 1,0,NA,1000,750
129,LN-5161,Lock Nut 10,0,NA,1000,750
130,LN-5162,Lock Nut 11,0,NA,1000,750
131,LN-5400,Lock Nut 2,0,NA,1000,750
132,LN-5811,Lock Nut 20,0,NA,1000,750
133,LN-5818,Lock Nut 21,0,NA,1000,750
134,LN-6320,Lock Nut 3,0,NA,1000,750
135,LN-7161,Lock Nut 14,0,NA,1000,750
136,LN-7162,Lock Nut 15,0,NA,1000,750
137,LN-8320,Lock Nut 4,0,NA,1000,750
138,LN-9080,Lock Nut 19,0,NA,1000,750
139,LN-9161,Lock Nut 18,0,NA,1000,750
140,LR-2398,Lock Ring,0,Silver,1000,750
141,LR-8520,Lower Head Race,0,NA,1000,750
142,LW-1000,Lock Washer 4,0,NA,1000,750
143,LW-1200,Lock Washer 5,0,NA,1000,750
144,LW-1201,Lock Washer 10,0,NA,1000,750
145,LW-1400,Lock Washer 6,0,NA,1000,750
146,LW-3400,Lock Washer 13,0,NA,1000,750
147,LW-3800,Lock Washer 8,0,NA,1000,750
148,LW-4000,Lock Washer 1,0,NA,1000,750
149,LW-5160,Lock Washer 7,0,NA,1000,750
150,LW-5800,Lock Washer 12,0,NA,1000,750
151,LW-6000,Lock Washer 2,0,NA,1000,750
152,LW-7160,Lock Washer 9,0,NA,1000,750
153,LW-8000,Lock Washer 3,0,NA,1000,750
154,LW-9160,Lock Washer 11,0,NA,1000,750
155,MA-7075,Metal Angle,0,NA,1000,750
156,MB-2024,Metal Bar 1,0,NA,1000,750
157,MB-6061,Metal Bar 2,0,NA,1000,750
158,MP-2066,Metal Plate 2,0,NA,1000,750
159,MP-2503,Metal Plate 1,0,NA,1000,750
160,MP-4960,Metal Plate 3,0,NA,1000,750
161,MS-0253,Metal Sheet 2,0,NA,1000,750
162,MS-1256,Metal Sheet 3,0,NA,1000,750
163,MS-1981,Metal Sheet 7,0,NA,1000,750
164,MS-2259,Metal Sheet 4,0,NA,1000,750
165,MS-2341,Metal Sheet 5,0,NA,1000,750
166,MS-2348,Metal Sheet 6,0,NA,1000,750
167,MS-6061,Metal Sheet 1,0,NA,1000,750
168,MT-1000,Metal Tread Plate,0,NA,1000,750
169,NI-4127,LL Nipple,0,NA,1000,750
170,NI-9522,HL Nipple,0,NA,1000,750
171,PA-187B,Paint - Black,0,NA,60,45
172,PA-361R,Paint - Red,0,NA,60,45
173,PA-529S,Paint - Silver,0,NA,60,45
174,PA-632U,Paint - Blue,0,NA,60,45
175,PA-823Y,Paint - Yellow,0,NA,60,45
176,PB-6109,Pinch Bolt,0,NA,1000,750
177,RA-2345,Cup-Shaped Race,0,NA,1000,750
178,RA-7490,Cone-Shaped Race,0,NA,1000,750
179,RF-9198,Reflector,0,NA,1000,750
180,RM-M464,LL Mountain Rim,0,NA,800,600
181,RM-M692,ML Mountain Rim,0,NA,800,600
182,RM-M823,HL Mountain Rim,0,NA,800,600
183,RM-R436,LL Road Rim,0,NA,800,600
184,RM-R600,ML Road Rim,0,NA,800,600
185,RM-R800,HL Road Rim,0,NA,800,600
186,RM-T801,Touring Rim,0,NA,800,600
187,SA-M198,LL Mountain Seat Assembly,0,NA,500,375
188,SA-M237,ML Mountain Seat Assembly,0,NA,500,375
189,SA-M687,HL Mountain Seat Assembly,0,NA,500,375
190,SA-R127,LL Road Seat Assembly,0,NA,500,375
191,SA-R430,ML Road Seat Assembly,0,NA,500,375
192,SA-R522,HL Road Seat Assembly,0,NA,500,375
193,SA-T467,LL Touring Seat Assembly,0,NA,500,375
194,SA-T612,ML Touring Seat Assembly,0,NA,500,375
195,SA-T872,HL Touring Seat Assembly,0,NA,500,375
196,SD-2342,LL Spindle/Axle,0,NA,500,375
197,SD-9872,HL Spindle/Axle,0,NA,500,375
198,SH-4562,LL Shell,0,NA,800,600
199,SH-9312,HL Shell,0,NA,800,600
200,SK-9283,Spokes,0,NA,1000,750
201,SL-0931,Seat Lug,0,NA,1000,750
202,SM-9087,Stem,0,NA,500,375
203,SP-2981,Seat Post,0,NA,500,375
204,SR-2098,Steerer,0,NA,500,375
205,SS-2985,Seat Stays,0,NA,800,600
206,ST-9828,Seat Tube,0,NA,500,375
207,TO-2301,Top Tube,0,NA,500,375
208,TP-0923,Tension Pulley,0,NA,800,600
209,RC-0291,Rear Derailleur Cage,0,Silver,500,375
210,FR-R92B-58,"HL Road Frame - Black, 58",1,Black,500,375
211,FR-R92R-58,"HL Road Frame - Red, 58",1,Red,500,375
212,HL-U509-R,"Sport-100 Helmet, Red",1,Red,4,3
213,HL-U509-R,"Sport-100 Helmet, Red",1,Red,4,3
214,HL-U509-R,"Sport-100 Helmet, Red",1,Red,4,3
215,HL-U509,"Sport-100 Helmet, Black",1,Black,4,3
216,HL-U509,"Sport-100 Helmet, Black",1,Black,4,3
217,HL-U509,"Sport-100 Helmet, Black",1,Black,4,3
218,SO-B909-M,"Mountain Bike Socks, M",1,White,4,3
219,SO-B909-L,"Mountain Bike Socks, L",1,White,4,3
220,HL-U509-B,"Sport-100 Helmet, Blue",1,Blue,4,3
221,HL-U509-B,"Sport-100 Helmet, Blue",1,Blue,4,3
222,HL-U509-B,"Sport-100 Helmet, Blue",1,Blue,4,3
223,CA-1098,AWC Logo Cap,1,Multi,4,3
224,CA-1098,AWC Logo Cap,1,Multi,4,3
225,CA-1098,AWC Logo Cap,1,Multi,4,3
226,LJ-0192-S,"Long-Sleeve Logo Jersey, S",1,Multi,4,3
227,LJ-0192-S,"Long-Sleeve Logo Jersey, S",1,Multi,4,3
228,LJ-0192-S,"Long-Sleeve Logo Jersey, S",1,Multi,4,3
229,LJ-0192-M,"Long-Sleeve Logo Jersey, M",1,Multi,4,3
230,LJ-0192-M,"Long-Sleeve Logo Jersey, M",1,Multi,4,3
231,LJ-0192-M,"Long-Sleeve Logo Jersey, M",1,Multi,4,3
232,LJ-0192-L,"Long-Sleeve Logo Jersey, L",1,Multi,4,3
233,LJ-0192-L,"Long-Sleeve Logo Jersey, L",1,Multi,4,3
234,LJ-0192-L,"Long-Sleeve Logo Jersey, L",1,Multi,4,3
235,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",1,Multi,4,3
236,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",1,Multi,4,3
237,LJ-0192-X,"Long-Sleeve Logo Jersey, XL",1,Multi,4,3
238,FR-R92R-62,"HL Road Frame - Red, 62",1,Red,500,375
239,FR-R92R-62,"HL Road Frame - Red, 62",1,Red,500,375
240,FR-R92R-62,"HL Road Frame - Red, 62",1,Red,500,375
241,FR-R92R-44,"HL Road Frame - Red, 44",1,Red,500,375
242,FR-R92R-44,"HL Road Frame - Red, 44",1,Red,500,375
243,FR-R92R-44,"HL Road Frame - Red, 44",1,Red,500,375
244,FR-R92R-48,"HL Road Frame - Red, 48",1,Red,500,375
245,FR-R92R-48,"HL Road Frame - Red, 48",1,Red,500,375
246,FR-R92R-48,"HL Road Frame - Red, 48",1,Red,500,375
247,FR-R92R-52,"HL Road Frame - Red, 52",1,Red,500,375
248,FR-R92R-52,"HL Road Frame - Red, 52",1,Red,500,375
249,FR-R92R-52,"HL Road Frame - Red, 52",1,Red,500,375
250,FR-R92R-56,"HL Road Frame - Red, 56",1,Red,500,375
251,FR-R92R-56,"HL Road Frame - Red, 56",1,Red,500,375
252,FR-R92R-56,"HL Road Frame - Red, 56",1,Red,500,375
253,FR-R38B-58,"LL Road Frame - Black, 58",1,Black,500,375
254,FR-R38B-58,"LL Road Frame - Black, 58",1,Black,500,375
255,FR-R38B-58,"LL Road Frame - Black, 58",1,Black,500,375
256,FR-R38B-60,"LL Road Frame - Black, 60",1,Black,500,375
257,FR-R38B-60,"LL Road Frame - Black, 60",1,Black,500,375
258,FR-R38B-60,"LL Road Frame - Black, 60",1,Black,500,375
259,FR-R38B-62,"LL Road Frame - Black, 62",1,Black,500,375
260,FR-R38B-62,"LL Road Frame - Black, 62",1,Black,500,375
261,FR-R38B-62,"LL Road Frame - Black, 62",1,Black,500,375
262,FR-R38R-44,"LL Road Frame - Red, 44",1,Red,500,375
263,FR-R38R-44,"LL Road Frame - Red, 44",1,Red,500,375
264,FR-R38R-48,"LL Road Frame - Red, 48",1,Red,500,375
265,FR-R38R-48,"LL Road Frame - Red, 48",1,Red,500,375
266,FR-R38R-52,"LL Road Frame - Red, 52",1,Red,500,375
267,FR-R38R-52,"LL Road Frame - Red, 52",1,Red,500,375
268,FR-R38R-58,"LL Road Frame - Red, 58",1,Red,500,375
269,FR-R38R-58,"LL Road Frame - Red, 58",1,Red,500,375
270,FR-R38R-60,"LL Road Frame - Red, 60",1,Red,500,375
271,FR-R38R-60,"LL Road Frame - Red, 60",1,Red,500,375
272,FR-R38R-62,"LL Road Frame - Red, 62",1,Red,500,375
273,FR-R38R-62,"LL Road Frame - Red, 62",1,Red,500,375
274,FR-R72R-44,"ML Road Frame - Red, 44",1,Red,500,375
275,FR-R72R-48,"ML Road Frame - Red, 48",1,Red,500,375
276,FR-R72R-52,"ML Road Frame - Red, 52",1,Red,500,375
277,FR-R72R-58,"ML Road Frame - Red, 58",1,Red,500,375
278,FR-R72R-60,"ML Road Frame - Red, 60",1,Red,500,375
279,FR-R38B-44,"LL Road Frame - Black, 44",1,Black,500,375
280,FR-R38B-44,"LL Road Frame - Black, 44",1,Black,500,375
281,FR-R38B-44,"LL Road Frame - Black, 44",1,Black,500,375
282,FR-R38B-48,"LL Road Frame - Black, 48",1,Black,500,375
283,FR-R38B-48,"LL Road Frame - Black, 48",1,Black,500,375
284,FR-R38B-48,"LL Road Frame - Black, 48",1,Black,500,375
285,FR-R38B-52,"LL Road Frame - Black, 52",1,Black,500,375
286,FR-R38B-52,"LL Road Frame - Black, 52",1,Black,500,375
287,FR-R38B-52,"LL Road Frame - Black, 52",1,Black,500,375
288,FR-M94S-42,"HL Mountain Frame - Silver, 42",1,Silver,500,375
289,FR-M94S-42,"HL Mountain Frame - Silver, 42",1,Silver,500,375
290,FR-M94S-42,"HL Mountain Frame - Silver, 42",1,Silver,500,375
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",1,Silver,500,375
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",1,Silver,500,375
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",1,Silver,500,375
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",1,Silver,500,375
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",1,Silver,500,375
296,FR-M94B-42,"HL Mountain Frame - Black, 42",1,Black,500,375
297,FR-M94B-42,"HL Mountain Frame - Black, 42",1,Black,500,375
298,FR-M94B-42,"HL Mountain Frame - Black, 42",1,Black,500,375
299,FR-M94B-44,"HL Mountain Frame - Black, 44",1,Black,500,375
300,FR-M94B-48,"HL Mountain Frame - Black, 48",1,Black,500,375
301,FR-M94B-46,"HL Mountain Frame - Black, 46",1,Black,500,375
302,FR-M94B-46,"HL Mountain Frame - Black, 46",1,Black,500,375
303,FR-M94B-46,"HL Mountain Frame - Black, 46",1,Black,500,375
304,FR-M94B-38,"HL Mountain Frame - Black, 38",1,Black,500,375
305,FR-M94B-38,"HL Mountain Frame - Black, 38",1,Black,500,375
306,FR-M94B-38,"HL Mountain Frame - Black, 38",1,Black,500,375
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",1,Silver,500,375
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",1,Silver,500,375
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",1,Silver,500,375
310,BK-R93R-62,"Road-150 Red, 62",1,Red,100,75
311,BK-R93R-44,"Road-150 Red, 44",1,Red,100,75
312,BK-R93R-48,"Road-150 Red, 48",1,Red,100,75
313,BK-R93R-52,"Road-150 Red, 52",1,Red,100,75
314,BK-R93R-56,"Road-150 Red, 56",1,Red,100,75
315,BK-R68R-58,"Road-450 Red, 58",1,Red,100,75
316,BK-R68R-60,"Road-450 Red, 60",1,Red,100,75
317,BK-R68R-44,"Road-450 Red, 44",1,Red,100,75
318,BK-R68R-48,"Road-450 Red, 48",1,Red,100,75
319,BK-R68R-52,"Road-450 Red, 52",1,Red,100,75
320,BK-R50R-58,"Road-650 Red, 58",1,Red,100,75
321,BK-R50R-58,"Road-650 Red, 58",1,Red,100,75
